Comunidades autónomas	Ocupación	Sexo	Periodo	Total
Total Nacional	Todas las ocupaciones	Ambos sexos	2023	28.049,94
Total Nacional	Todas las ocupaciones	Ambos sexos	2022	26.948,87
Total Nacional	Todas las ocupaciones	Ambos sexos	2021	25.896,82
Total Nacional	Todas las ocupaciones	Ambos sexos	2020	25.165,51
Total Nacional	Todas las ocupaciones	Ambos sexos	2019	24.395,98
Total Nacional	Todas las ocupaciones	Ambos sexos	2018	24.009,12
Total Nacional	Todas las ocupaciones	Ambos sexos	2017	23.646,5
Total Nacional	Todas las ocupaciones	Ambos sexos	2016	23.156,34
Total Nacional	Todas las ocupaciones	Ambos sexos	2015	23.106,3
Total Nacional	Todas las ocupaciones	Ambos sexos	2014	22.858,17
Total Nacional	Todas las ocupaciones	Ambos sexos	2013	22.697,86
Total Nacional	Todas las ocupaciones	Ambos sexos	2012	22.726,44
Total Nacional	Todas las ocupaciones	Ambos sexos	2011	22.899,35
Total Nacional	Todas las ocupaciones	Ambos sexos	2010	22.790,2
Total Nacional	Todas las ocupaciones	Ambos sexos	2009	22.511,47
Total Nacional	Todas las ocupaciones	Ambos sexos	2008	21.883,42
Total Nacional	Todas las ocupaciones	Mujeres	2023	25.591,31
Total Nacional	Todas las ocupaciones	Mujeres	2022	24.359,82
Total Nacional	Todas las ocupaciones	Mujeres	2021	23.175,95
Total Nacional	Todas las ocupaciones	Mujeres	2020	22.467,48
Total Nacional	Todas las ocupaciones	Mujeres	2019	21.682,02
Total Nacional	Todas las ocupaciones	Mujeres	2018	21.011,89
Total Nacional	Todas las ocupaciones	Mujeres	2017	20.607,85
Total Nacional	Todas las ocupaciones	Mujeres	2016	20.131,41
Total Nacional	Todas las ocupaciones	Mujeres	2015	20.051,58
Total Nacional	Todas las ocupaciones	Mujeres	2014	19.744,82
Total Nacional	Todas las ocupaciones	Mujeres	2013	19.514,58
Total Nacional	Todas las ocupaciones	Mujeres	2012	19.537,33
Total Nacional	Todas las ocupaciones	Mujeres	2011	19.767,59
Total Nacional	Todas las ocupaciones	Mujeres	2010	19.735,22
Total Nacional	Todas las ocupaciones	Mujeres	2009	19.502,02
Total Nacional	Todas las ocupaciones	Mujeres	2008	18.910,62
Total Nacional	Todas las ocupaciones	Hombres	2023	30.372,49
Total Nacional	Todas las ocupaciones	Hombres	2022	29.381,84
Total Nacional	Todas las ocupaciones	Hombres	2021	28.388,69
Total Nacional	Todas las ocupaciones	Hombres	2020	27.642,52
Total Nacional	Todas las ocupaciones	Hombres	2019	26.934,38
Total Nacional	Todas las ocupaciones	Hombres	2018	26.738,19
Total Nacional	Todas las ocupaciones	Hombres	2017	26.391,84
Total Nacional	Todas las ocupaciones	Hombres	2016	25.924,43
Total Nacional	Todas las ocupaciones	Hombres	2015	25.992,76
Total Nacional	Todas las ocupaciones	Hombres	2014	25.727,24
Total Nacional	Todas las ocupaciones	Hombres	2013	25.675,17
Total Nacional	Todas las ocupaciones	Hombres	2012	25.682,05
Total Nacional	Todas las ocupaciones	Hombres	2011	25.667,89
Total Nacional	Todas las ocupaciones	Hombres	2010	25.479,74
Total Nacional	Todas las ocupaciones	Hombres	2009	25.001,05
Total Nacional	Todas las ocupaciones	Hombres	2008	24.203,33
Total Nacional	Alta	Ambos sexos	2023	39.277,88
Total Nacional	Alta	Ambos sexos	2022	37.927,12
Total Nacional	Alta	Ambos sexos	2021	36.807,7
Total Nacional	Alta	Ambos sexos	2020	35.430,92
Total Nacional	Alta	Ambos sexos	2019	33.980,46
Total Nacional	Alta	Ambos sexos	2018	33.932,55
Total Nacional	Alta	Ambos sexos	2017	33.345,81
Total Nacional	Alta	Ambos sexos	2016	32.775,58
Total Nacional	Alta	Ambos sexos	2015	32.571,38
Total Nacional	Alta	Ambos sexos	2014	32.306,44
Total Nacional	Alta	Ambos sexos	2013	32.543,02
Total Nacional	Alta	Ambos sexos	2012	32.312,85
Total Nacional	Alta	Ambos sexos	2011	32.343,67
Total Nacional	Alta	Ambos sexos	2010	32.472,98
Total Nacional	Alta	Ambos sexos	2009	31.886,96
Total Nacional	Alta	Ambos sexos	2008	30.883,89
Total Nacional	Alta	Mujeres	2023	36.601,66
Total Nacional	Alta	Mujeres	2022	35.002,75
Total Nacional	Alta	Mujeres	2021	33.753,29
Total Nacional	Alta	Mujeres	2020	32.374,35
Total Nacional	Alta	Mujeres	2019	31.042,04
Total Nacional	Alta	Mujeres	2018	30.677,18
Total Nacional	Alta	Mujeres	2017	29.864,15
Total Nacional	Alta	Mujeres	2016	29.285,12
Total Nacional	Alta	Mujeres	2015	29.140,87
Total Nacional	Alta	Mujeres	2014	28.607,49
Total Nacional	Alta	Mujeres	2013	28.802,98
Total Nacional	Alta	Mujeres	2012	28.512,97
Total Nacional	Alta	Mujeres	2011	28.589,89
Total Nacional	Alta	Mujeres	2010	28.760,52
Total Nacional	Alta	Mujeres	2009	28.166,98
Total Nacional	Alta	Mujeres	2008	27.200
Total Nacional	Alta	Hombres	2023	42.291,86
Total Nacional	Alta	Hombres	2022	41.102,65
Total Nacional	Alta	Hombres	2021	39.988,28
Total Nacional	Alta	Hombres	2020	38.624,53
Total Nacional	Alta	Hombres	2019	37.043,89
Total Nacional	Alta	Hombres	2018	37.266,55
Total Nacional	Alta	Hombres	2017	36.770,61
Total Nacional	Alta	Hombres	2016	36.233,27
Total Nacional	Alta	Hombres	2015	36.064,11
Total Nacional	Alta	Hombres	2014	36.181,79
Total Nacional	Alta	Hombres	2013	36.093,51
Total Nacional	Alta	Hombres	2012	35.909,03
Total Nacional	Alta	Hombres	2011	35.776,39
Total Nacional	Alta	Hombres	2010	36.041,74
Total Nacional	Alta	Hombres	2009	35.326,03
Total Nacional	Alta	Hombres	2008	34.145,56
Total Nacional	Media	Ambos sexos	2023	22.659,28
Total Nacional	Media	Ambos sexos	2022	21.758,7
Total Nacional	Media	Ambos sexos	2021	20.643,6
Total Nacional	Media	Ambos sexos	2020	20.106,4
Total Nacional	Media	Ambos sexos	2019	19.890,23
Total Nacional	Media	Ambos sexos	2018	19.655,17
Total Nacional	Media	Ambos sexos	2017	18.988,69
Total Nacional	Media	Ambos sexos	2016	18.696,27
Total Nacional	Media	Ambos sexos	2015	18.746,2
Total Nacional	Media	Ambos sexos	2014	18.379,03
Total Nacional	Media	Ambos sexos	2013	18.209,54
Total Nacional	Media	Ambos sexos	2012	18.257,89
Total Nacional	Media	Ambos sexos	2011	18.634,4
Total Nacional	Media	Ambos sexos	2010	18.617,75
Total Nacional	Media	Ambos sexos	2009	18.293,81
Total Nacional	Media	Ambos sexos	2008	18.166,27
Total Nacional	Media	Mujeres	2023	19.799,66
Total Nacional	Media	Mujeres	2022	19.106,53
Total Nacional	Media	Mujeres	2021	17.844,16
Total Nacional	Media	Mujeres	2020	17.390,82
Total Nacional	Media	Mujeres	2019	17.204,59
Total Nacional	Media	Mujeres	2018	16.729,73
Total Nacional	Media	Mujeres	2017	16.160,12
Total Nacional	Media	Mujeres	2016	15.903,4
Total Nacional	Media	Mujeres	2015	15.960,97
Total Nacional	Media	Mujeres	2014	15.463,17
Total Nacional	Media	Mujeres	2013	15.598,78
Total Nacional	Media	Mujeres	2012	15.593,86
Total Nacional	Media	Mujeres	2011	15.989,92
Total Nacional	Media	Mujeres	2010	15.819,22
Total Nacional	Media	Mujeres	2009	15.486,22
Total Nacional	Media	Mujeres	2008	15.326,21
Total Nacional	Media	Hombres	2023	25.599,76
Total Nacional	Media	Hombres	2022	24.546,78
Total Nacional	Media	Hombres	2021	23.517,61
Total Nacional	Media	Hombres	2020	22.948,27
Total Nacional	Media	Hombres	2019	22.754,78
Total Nacional	Media	Hombres	2018	22.627,51
Total Nacional	Media	Hombres	2017	21.859,56
Total Nacional	Media	Hombres	2016	21.580,75
Total Nacional	Media	Hombres	2015	21.688,3
Total Nacional	Media	Hombres	2014	21.293,22
Total Nacional	Media	Hombres	2013	21.016,93
Total Nacional	Media	Hombres	2012	21.081,88
Total Nacional	Media	Hombres	2011	21.330,8
Total Nacional	Media	Hombres	2010	21.315,47
Total Nacional	Media	Hombres	2009	20.935,41
Total Nacional	Media	Hombres	2008	20.747,02
Total Nacional	Baja	Ambos sexos	2023	20.434,67
Total Nacional	Baja	Ambos sexos	2022	19.756,46
Total Nacional	Baja	Ambos sexos	2021	18.768,24
Total Nacional	Baja	Ambos sexos	2020	18.545,22
Total Nacional	Baja	Ambos sexos	2019	18.322,4
Total Nacional	Baja	Ambos sexos	2018	18.001,89
Total Nacional	Baja	Ambos sexos	2017	17.368,3
Total Nacional	Baja	Ambos sexos	2016	16.975,91
Total Nacional	Baja	Ambos sexos	2015	16.999,71
Total Nacional	Baja	Ambos sexos	2014	16.819,51
Total Nacional	Baja	Ambos sexos	2013	16.609,29
Total Nacional	Baja	Ambos sexos	2012	16.669,42
Total Nacional	Baja	Ambos sexos	2011	16.826,74
Total Nacional	Baja	Ambos sexos	2010	16.513,88
Total Nacional	Baja	Ambos sexos	2009	16.916,9
Total Nacional	Baja	Ambos sexos	2008	16.931,98
Total Nacional	Baja	Mujeres	2023	15.525,57
Total Nacional	Baja	Mujeres	2022	14.777,52
Total Nacional	Baja	Mujeres	2021	14.007,9
Total Nacional	Baja	Mujeres	2020	13.850,54
Total Nacional	Baja	Mujeres	2019	13.892,92
Total Nacional	Baja	Mujeres	2018	13.018,55
Total Nacional	Baja	Mujeres	2017	12.967,16
Total Nacional	Baja	Mujeres	2016	12.689,44
Total Nacional	Baja	Mujeres	2015	12.541,32
Total Nacional	Baja	Mujeres	2014	12.109,51
Total Nacional	Baja	Mujeres	2013	12.380,88
Total Nacional	Baja	Mujeres	2012	12.551,98
Total Nacional	Baja	Mujeres	2011	12.593,95
Total Nacional	Baja	Mujeres	2010	12.317,57
Total Nacional	Baja	Mujeres	2009	12.601,35
Total Nacional	Baja	Mujeres	2008	12.719,44
Total Nacional	Baja	Hombres	2023	23.235,79
Total Nacional	Baja	Hombres	2022	22.583,87
Total Nacional	Baja	Hombres	2021	21.441,19
Total Nacional	Baja	Hombres	2020	21.114,52
Total Nacional	Baja	Hombres	2019	20.938,92
Total Nacional	Baja	Hombres	2018	20.888,59
Total Nacional	Baja	Hombres	2017	20.054,1
Total Nacional	Baja	Hombres	2016	19.639,33
Total Nacional	Baja	Hombres	2015	19.935,01
Total Nacional	Baja	Hombres	2014	19.734,09
Total Nacional	Baja	Hombres	2013	19.454,02
Total Nacional	Baja	Hombres	2012	19.373,44
Total Nacional	Baja	Hombres	2011	19.381,96
Total Nacional	Baja	Hombres	2010	19.104,77
Total Nacional	Baja	Hombres	2009	19.096,95
Total Nacional	Baja	Hombres	2008	18.836,37
Andalucía	Todas las ocupaciones	Ambos sexos	2023	25.051,51
Andalucía	Todas las ocupaciones	Ambos sexos	2022	24.094,32
Andalucía	Todas las ocupaciones	Ambos sexos	2021	23.154,99
Andalucía	Todas las ocupaciones	Ambos sexos	2020	22.323,85
Andalucía	Todas las ocupaciones	Ambos sexos	2019	22.060,99
Andalucía	Todas las ocupaciones	Ambos sexos	2018	21.805,92
Andalucía	Todas las ocupaciones	Ambos sexos	2017	21.404,28
Andalucía	Todas las ocupaciones	Ambos sexos	2016	21.268,41
Andalucía	Todas las ocupaciones	Ambos sexos	2015	21.381,03
Andalucía	Todas las ocupaciones	Ambos sexos	2014	20.840,3
Andalucía	Todas las ocupaciones	Ambos sexos	2013	20.782,03
Andalucía	Todas las ocupaciones	Ambos sexos	2012	20.891,63
Andalucía	Todas las ocupaciones	Ambos sexos	2011	21.350,98
Andalucía	Todas las ocupaciones	Ambos sexos	2010	20.964,36
Andalucía	Todas las ocupaciones	Ambos sexos	2009	20.906,33
Andalucía	Todas las ocupaciones	Ambos sexos	2008	20.138,56
Andalucía	Todas las ocupaciones	Mujeres	2023	22.714,95
Andalucía	Todas las ocupaciones	Mujeres	2022	21.729,48
Andalucía	Todas las ocupaciones	Mujeres	2021	20.427,8
Andalucía	Todas las ocupaciones	Mujeres	2020	19.517,52
Andalucía	Todas las ocupaciones	Mujeres	2019	19.391,52
Andalucía	Todas las ocupaciones	Mujeres	2018	18.672,11
Andalucía	Todas las ocupaciones	Mujeres	2017	18.287,29
Andalucía	Todas las ocupaciones	Mujeres	2016	18.177,37
Andalucía	Todas las ocupaciones	Mujeres	2015	18.340,96
Andalucía	Todas las ocupaciones	Mujeres	2014	17.576,13
Andalucía	Todas las ocupaciones	Mujeres	2013	17.690,19
Andalucía	Todas las ocupaciones	Mujeres	2012	17.828,44
Andalucía	Todas las ocupaciones	Mujeres	2011	18.389,21
Andalucía	Todas las ocupaciones	Mujeres	2010	17.921,33
Andalucía	Todas las ocupaciones	Mujeres	2009	18.371,23
Andalucía	Todas las ocupaciones	Mujeres	2008	17.298,33
Andalucía	Todas las ocupaciones	Hombres	2023	27.085,5
Andalucía	Todas las ocupaciones	Hombres	2022	26.189,5
Andalucía	Todas las ocupaciones	Hombres	2021	25.464,78
Andalucía	Todas las ocupaciones	Hombres	2020	24.785,82
Andalucía	Todas las ocupaciones	Hombres	2019	24.527,67
Andalucía	Todas las ocupaciones	Hombres	2018	24.712,69
Andalucía	Todas las ocupaciones	Hombres	2017	24.175,52
Andalucía	Todas las ocupaciones	Hombres	2016	24.026,82
Andalucía	Todas las ocupaciones	Hombres	2015	24.200,2
Andalucía	Todas las ocupaciones	Hombres	2014	23.541,32
Andalucía	Todas las ocupaciones	Hombres	2013	23.565,36
Andalucía	Todas las ocupaciones	Hombres	2012	23.592,08
Andalucía	Todas las ocupaciones	Hombres	2011	23.815,22
Andalucía	Todas las ocupaciones	Hombres	2010	23.463,96
Andalucía	Todas las ocupaciones	Hombres	2009	22.908,86
Andalucía	Todas las ocupaciones	Hombres	2008	22.108,57
Andalucía	Alta	Ambos sexos	2023	36.111,24
Andalucía	Alta	Ambos sexos	2022	34.857,26
Andalucía	Alta	Ambos sexos	2021	33.862,16
Andalucía	Alta	Ambos sexos	2020	32.078,73
Andalucía	Alta	Ambos sexos	2019	30.939,19
Andalucía	Alta	Ambos sexos	2018	31.107,96
Andalucía	Alta	Ambos sexos	2017	30.508,85
Andalucía	Alta	Ambos sexos	2016	30.503,18
Andalucía	Alta	Ambos sexos	2015	30.503,5
Andalucía	Alta	Ambos sexos	2014	29.397,98
Andalucía	Alta	Ambos sexos	2013	29.626,06
Andalucía	Alta	Ambos sexos	2012	30.026,52
Andalucía	Alta	Ambos sexos	2011	30.463,95
Andalucía	Alta	Ambos sexos	2010	30.421,77
Andalucía	Alta	Ambos sexos	2009	29.275,72
Andalucía	Alta	Ambos sexos	2008	27.948,84
Andalucía	Alta	Mujeres	2023	34.157,87
Andalucía	Alta	Mujeres	2022	32.218,33
Andalucía	Alta	Mujeres	2021	31.066,82
Andalucía	Alta	Mujeres	2020	28.926,28
Andalucía	Alta	Mujeres	2019	28.293,51
Andalucía	Alta	Mujeres	2018	27.890,89
Andalucía	Alta	Mujeres	2017	27.118,91
Andalucía	Alta	Mujeres	2016	27.111,16
Andalucía	Alta	Mujeres	2015	27.571,04
Andalucía	Alta	Mujeres	2014	25.880,47
Andalucía	Alta	Mujeres	2013	26.236,07
Andalucía	Alta	Mujeres	2012	26.466,36
Andalucía	Alta	Mujeres	2011	27.032,55
Andalucía	Alta	Mujeres	2010	26.909,33
Andalucía	Alta	Mujeres	2009	26.084,49
Andalucía	Alta	Mujeres	2008	24.377,28
Andalucía	Alta	Hombres	2023	38.230,99
Andalucía	Alta	Hombres	2022	37.688,13
Andalucía	Alta	Hombres	2021	36.542,08
Andalucía	Alta	Hombres	2020	35.125,19
Andalucía	Alta	Hombres	2019	33.629,01
Andalucía	Alta	Hombres	2018	34.382,92
Andalucía	Alta	Hombres	2017	33.771,83
Andalucía	Alta	Hombres	2016	33.789,57
Andalucía	Alta	Hombres	2015	33.474,07
Andalucía	Alta	Hombres	2014	32.534,61
Andalucía	Alta	Hombres	2013	32.780,57
Andalucía	Alta	Hombres	2012	33.236,28
Andalucía	Alta	Hombres	2011	33.533,36
Andalucía	Alta	Hombres	2010	33.437,97
Andalucía	Alta	Hombres	2009	32.456,67
Andalucía	Alta	Hombres	2008	31.001,49
Andalucía	Media	Ambos sexos	2023	20.777,22
Andalucía	Media	Ambos sexos	2022	19.970,53
Andalucía	Media	Ambos sexos	2021	19.267,67
Andalucía	Media	Ambos sexos	2020	18.605,96
Andalucía	Media	Ambos sexos	2019	18.511,68
Andalucía	Media	Ambos sexos	2018	18.203,82
Andalucía	Media	Ambos sexos	2017	17.665,43
Andalucía	Media	Ambos sexos	2016	17.711,82
Andalucía	Media	Ambos sexos	2015	17.707,83
Andalucía	Media	Ambos sexos	2014	17.377,22
Andalucía	Media	Ambos sexos	2013	16.910,25
Andalucía	Media	Ambos sexos	2012	17.087,89
Andalucía	Media	Ambos sexos	2011	17.496,99
Andalucía	Media	Ambos sexos	2010	17.480,09
Andalucía	Media	Ambos sexos	2009	17.412,88
Andalucía	Media	Ambos sexos	2008	17.434,65
Andalucía	Media	Mujeres	2023	17.538,22
Andalucía	Media	Mujeres	2022	17.203,08
Andalucía	Media	Mujeres	2021	16.274,53
Andalucía	Media	Mujeres	2020	15.835,75
Andalucía	Media	Mujeres	2019	15.728,42
Andalucía	Media	Mujeres	2018	15.015,5
Andalucía	Media	Mujeres	2017	14.630,21
Andalucía	Media	Mujeres	2016	14.721,28
Andalucía	Media	Mujeres	2015	14.520,78
Andalucía	Media	Mujeres	2014	14.480,28
Andalucía	Media	Mujeres	2013	14.124,17
Andalucía	Media	Mujeres	2012	14.420,82
Andalucía	Media	Mujeres	2011	14.767,46
Andalucía	Media	Mujeres	2010	14.731,48
Andalucía	Media	Mujeres	2009	14.596,95
Andalucía	Media	Mujeres	2008	14.407,57
Andalucía	Media	Hombres	2023	23.803,92
Andalucía	Media	Hombres	2022	22.721,22
Andalucía	Media	Hombres	2021	22.210,38
Andalucía	Media	Hombres	2020	21.446,73
Andalucía	Media	Hombres	2019	21.420,51
Andalucía	Media	Hombres	2018	21.350,8
Andalucía	Media	Hombres	2017	20.713,79
Andalucía	Media	Hombres	2016	20.605,36
Andalucía	Media	Hombres	2015	20.836,99
Andalucía	Media	Hombres	2014	20.039,68
Andalucía	Media	Hombres	2013	19.673,53
Andalucía	Media	Hombres	2012	19.701,06
Andalucía	Media	Hombres	2011	19.959,58
Andalucía	Media	Hombres	2010	20.023,04
Andalucía	Media	Hombres	2009	19.759,27
Andalucía	Media	Hombres	2008	19.811,13
Andalucía	Baja	Ambos sexos	2023	18.720,03
Andalucía	Baja	Ambos sexos	2022	18.056,18
Andalucía	Baja	Ambos sexos	2021	17.305,82
Andalucía	Baja	Ambos sexos	2020	16.965,11
Andalucía	Baja	Ambos sexos	2019	16.976,92
Andalucía	Baja	Ambos sexos	2018	16.098,47
Andalucía	Baja	Ambos sexos	2017	16.234,02
Andalucía	Baja	Ambos sexos	2016	15.875,85
Andalucía	Baja	Ambos sexos	2015	15.863,24
Andalucía	Baja	Ambos sexos	2014	16.027,59
Andalucía	Baja	Ambos sexos	2013	15.535,47
Andalucía	Baja	Ambos sexos	2012	15.497,21
Andalucía	Baja	Ambos sexos	2011	15.722,58
Andalucía	Baja	Ambos sexos	2010	15.470,24
Andalucía	Baja	Ambos sexos	2009	16.252,77
Andalucía	Baja	Ambos sexos	2008	15.847,29
Andalucía	Baja	Mujeres	2023	14.187,55
Andalucía	Baja	Mujeres	2022	13.837,13
Andalucía	Baja	Mujeres	2021	12.995,93
Andalucía	Baja	Mujeres	2020	12.829,19
Andalucía	Baja	Mujeres	2019	13.040,88
Andalucía	Baja	Mujeres	2018	11.716,25
Andalucía	Baja	Mujeres	2017	12.092,62
Andalucía	Baja	Mujeres	2016	11.751,41
Andalucía	Baja	Mujeres	2015	11.693,22
Andalucía	Baja	Mujeres	2014	11.006,57
Andalucía	Baja	Mujeres	2013	11.390,32
Andalucía	Baja	Mujeres	2012	11.513,26
Andalucía	Baja	Mujeres	2011	11.600,02
Andalucía	Baja	Mujeres	2010	11.302,58
Andalucía	Baja	Mujeres	2009	12.470,58
Andalucía	Baja	Mujeres	2008	11.937,36
Andalucía	Baja	Hombres	2023	21.147,2
Andalucía	Baja	Hombres	2022	20.173,27
Andalucía	Baja	Hombres	2021	19.437,25
Andalucía	Baja	Hombres	2020	19.148,49
Andalucía	Baja	Hombres	2019	19.365,22
Andalucía	Baja	Hombres	2018	19.075,6
Andalucía	Baja	Hombres	2017	18.761,7
Andalucía	Baja	Hombres	2016	18.594,44
Andalucía	Baja	Hombres	2015	18.820,94
Andalucía	Baja	Hombres	2014	18.961,9
Andalucía	Baja	Hombres	2013	18.286,43
Andalucía	Baja	Hombres	2012	18.052,17
Andalucía	Baja	Hombres	2011	18.187,98
Andalucía	Baja	Hombres	2010	17.848,55
Andalucía	Baja	Hombres	2009	18.017,31
Andalucía	Baja	Hombres	2008	17.341,38
Aragón	Todas las ocupaciones	Ambos sexos	2023	26.822,32
Aragón	Todas las ocupaciones	Ambos sexos	2022	26.012,71
Aragón	Todas las ocupaciones	Ambos sexos	2021	25.011,55
Aragón	Todas las ocupaciones	Ambos sexos	2020	24.113,57
Aragón	Todas las ocupaciones	Ambos sexos	2019	23.565,09
Aragón	Todas las ocupaciones	Ambos sexos	2018	23.531,83
Aragón	Todas las ocupaciones	Ambos sexos	2017	23.039,94
Aragón	Todas las ocupaciones	Ambos sexos	2016	22.248,76
Aragón	Todas las ocupaciones	Ambos sexos	2015	22.327,18
Aragón	Todas las ocupaciones	Ambos sexos	2014	22.095,79
Aragón	Todas las ocupaciones	Ambos sexos	2013	22.054,85
Aragón	Todas las ocupaciones	Ambos sexos	2012	22.103,79
Aragón	Todas las ocupaciones	Ambos sexos	2011	22.333,53
Aragón	Todas las ocupaciones	Ambos sexos	2010	22.316,69
Aragón	Todas las ocupaciones	Ambos sexos	2009	22.133,77
Aragón	Todas las ocupaciones	Ambos sexos	2008	21.594,47
Aragón	Todas las ocupaciones	Mujeres	2023	23.925,28
Aragón	Todas las ocupaciones	Mujeres	2022	23.138,72
Aragón	Todas las ocupaciones	Mujeres	2021	22.283,81
Aragón	Todas las ocupaciones	Mujeres	2020	21.365,11
Aragón	Todas las ocupaciones	Mujeres	2019	20.360,25
Aragón	Todas las ocupaciones	Mujeres	2018	20.074,25
Aragón	Todas las ocupaciones	Mujeres	2017	19.677,22
Aragón	Todas las ocupaciones	Mujeres	2016	18.766,21
Aragón	Todas las ocupaciones	Mujeres	2015	18.950,17
Aragón	Todas las ocupaciones	Mujeres	2014	18.764,63
Aragón	Todas las ocupaciones	Mujeres	2013	18.701,61
Aragón	Todas las ocupaciones	Mujeres	2012	18.042,28
Aragón	Todas las ocupaciones	Mujeres	2011	18.831,38
Aragón	Todas las ocupaciones	Mujeres	2010	18.843,25
Aragón	Todas las ocupaciones	Mujeres	2009	18.861,82
Aragón	Todas las ocupaciones	Mujeres	2008	17.843,46
Aragón	Todas las ocupaciones	Hombres	2023	29.589,45
Aragón	Todas las ocupaciones	Hombres	2022	28.789,96
Aragón	Todas las ocupaciones	Hombres	2021	27.389,18
Aragón	Todas las ocupaciones	Hombres	2020	26.505,7
Aragón	Todas las ocupaciones	Hombres	2019	26.404,73
Aragón	Todas las ocupaciones	Hombres	2018	26.640,59
Aragón	Todas las ocupaciones	Hombres	2017	25.878,46
Aragón	Todas las ocupaciones	Hombres	2016	25.326,91
Aragón	Todas las ocupaciones	Hombres	2015	25.555,56
Aragón	Todas las ocupaciones	Hombres	2014	25.118,61
Aragón	Todas las ocupaciones	Hombres	2013	25.128,91
Aragón	Todas las ocupaciones	Hombres	2012	25.766,27
Aragón	Todas las ocupaciones	Hombres	2011	25.258,68
Aragón	Todas las ocupaciones	Hombres	2010	25.263,29
Aragón	Todas las ocupaciones	Hombres	2009	24.787,81
Aragón	Todas las ocupaciones	Hombres	2008	24.272,36
Aragón	Alta	Ambos sexos	2023	35.336,28
Aragón	Alta	Ambos sexos	2022	35.256,5
Aragón	Alta	Ambos sexos	2021	34.490,51
Aragón	Alta	Ambos sexos	2020	33.391,53
Aragón	Alta	Ambos sexos	2019	32.171,38
Aragón	Alta	Ambos sexos	2018	32.393,54
Aragón	Alta	Ambos sexos	2017	31.087,6
Aragón	Alta	Ambos sexos	2016	30.978,06
Aragón	Alta	Ambos sexos	2015	31.173,17
Aragón	Alta	Ambos sexos	2014	30.030,37
Aragón	Alta	Ambos sexos	2013	31.452,3
Aragón	Alta	Ambos sexos	2012	31.427,68
Aragón	Alta	Ambos sexos	2011	31.369,83
Aragón	Alta	Ambos sexos	2010	29.944,91
Aragón	Alta	Ambos sexos	2009	31.500,46
Aragón	Alta	Ambos sexos	2008	30.041,11
Aragón	Alta	Mujeres	2023	33.059,76
Aragón	Alta	Mujeres	2022	32.896,56
Aragón	Alta	Mujeres	2021	31.765,5
Aragón	Alta	Mujeres	2020	30.297,51
Aragón	Alta	Mujeres	2019	28.940,33
Aragón	Alta	Mujeres	2018	28.801,77
Aragón	Alta	Mujeres	2017	27.842,67
Aragón	Alta	Mujeres	2016	27.198,54
Aragón	Alta	Mujeres	2015	27.792,34
Aragón	Alta	Mujeres	2014	26.444,87
Aragón	Alta	Mujeres	2013	27.628,74
Aragón	Alta	Mujeres	2012	27.102,38
Aragón	Alta	Mujeres	2011	27.986,28
Aragón	Alta	Mujeres	2010	26.872,08
Aragón	Alta	Mujeres	2009	28.370,08
Aragón	Alta	Mujeres	2008	26.134,71
Aragón	Alta	Hombres	2023	37.905,22
Aragón	Alta	Hombres	2022	37.900,29
Aragón	Alta	Hombres	2021	37.320,5
Aragón	Alta	Hombres	2020	36.618,16
Aragón	Alta	Hombres	2019	35.549,79
Aragón	Alta	Hombres	2018	36.177,76
Aragón	Alta	Hombres	2017	34.230,81
Aragón	Alta	Hombres	2016	34.901,66
Aragón	Alta	Hombres	2015	34.816,81
Aragón	Alta	Hombres	2014	33.807,42
Aragón	Alta	Hombres	2013	34.926,38
Aragón	Alta	Hombres	2012	35.187,24
Aragón	Alta	Hombres	2011	34.307,16
Aragón	Alta	Hombres	2010	32.794,92
Aragón	Alta	Hombres	2009	34.316,18
Aragón	Alta	Hombres	2008	33.271,54
Aragón	Media	Ambos sexos	2023	23.018,87
Aragón	Media	Ambos sexos	2022	22.020,06
Aragón	Media	Ambos sexos	2021	20.852,5
Aragón	Media	Ambos sexos	2020	20.089,49
Aragón	Media	Ambos sexos	2019	19.650,19
Aragón	Media	Ambos sexos	2018	19.388,47
Aragón	Media	Ambos sexos	2017	19.225,31
Aragón	Media	Ambos sexos	2016	18.438,3
Aragón	Media	Ambos sexos	2015	18.672,76
Aragón	Media	Ambos sexos	2014	18.467,55
Aragón	Media	Ambos sexos	2013	18.381,11
Aragón	Media	Ambos sexos	2012	18.323,17
Aragón	Media	Ambos sexos	2011	18.858,25
Aragón	Media	Ambos sexos	2010	19.212,85
Aragón	Media	Ambos sexos	2009	18.607,75
Aragón	Media	Ambos sexos	2008	18.597,44
Aragón	Media	Mujeres	2023	19.695,19
Aragón	Media	Mujeres	2022	18.950,75
Aragón	Media	Mujeres	2021	18.086
Aragón	Media	Mujeres	2020	17.255,81
Aragón	Media	Mujeres	2019	16.506,86
Aragón	Media	Mujeres	2018	16.574,52
Aragón	Media	Mujeres	2017	15.901,79
Aragón	Media	Mujeres	2016	15.219,84
Aragón	Media	Mujeres	2015	15.471,1
Aragón	Media	Mujeres	2014	15.396,73
Aragón	Media	Mujeres	2013	15.516,77
Aragón	Media	Mujeres	2012	14.699,27
Aragón	Media	Mujeres	2011	15.596,91
Aragón	Media	Mujeres	2010	15.679,48
Aragón	Media	Mujeres	2009	15.312,5
Aragón	Media	Mujeres	2008	14.697,82
Aragón	Media	Hombres	2023	26.713,85
